buying,maint,persons,lug_boot,doors,safety,car,
high,high,2,big,2,low,unacceptable,
high,high,2,big,2,med,unacceptable,
high,high,2,big,2,high,unacceptable,
high,high,4,small,2,low,unacceptable,
high,high,4,small,2,med,unacceptable,
high,high,4,small,2,high,acceptable,
high,high,4,med,2,low,unacceptable,
high,high,4,med,2,med,unacceptable,
high,high,4,med,2,high,acceptable,
high,high,4,big,2,low,unacceptable,
high,high,4,big,2,med,acceptable,
high,high,4,big,2,high,acceptable,
high,high,more,small,2,low,unacceptable,
high,high,more,small,2,med,unacceptable,
high,high,more,small,2,high,unacceptable,
high,high,more,med,2,low,unacceptable,
high,high,more,med,2,med,unacceptable,
high,high,more,med,2,high,acceptable,
high,high,more,big,2,low,unacceptable,
high,high,more,big,2,med,acceptable,
high,high,more,big,2,high,acceptable,
high,high,2,small,3,low,unacceptable,
high,high,2,small,3,med,unacceptable,
high,high,2,small,3,high,unacceptable,
high,high,2,med,3,low,unacceptable,
high,high,2,med,3,med,unacceptable,
high,high,2,med,3,high,unacceptable,
high,high,2,big,3,low,unacceptable,
high,high,2,big,3,med,unacceptable,
high,high,2,big,3,high,unacceptable,
high,high,4,small,3,low,unacceptable,
high,high,4,small,3,med,unacceptable,
high,high,4,small,3,high,acceptable,
high,high,4,med,3,low,unacceptable,
high,high,4,med,3,med,unacceptable,
high,high,4,med,3,high,acceptable,
high,high,4,big,3,low,unacceptable,
high,high,4,big,3,med,acceptable,
high,high,4,big,3,high,acceptable,
high,high,more,small,3,low,unacceptable,
high,high,more,small,3,med,unacceptable,
high,high,more,small,3,high,acceptable,
high,high,more,med,3,low,unacceptable,
high,high,more,med,3,med,acceptable,
high,high,more,med,3,high,acceptable,
high,high,more,big,3,low,unacceptable,
high,high,more,big,3,med,acceptable,
high,high,more,big,3,high,acceptable,
high,high,2,small,4,low,unacceptable,
high,high,2,small,4,med,unacceptable,
high,high,2,small,4,high,unacceptable,
high,high,2,med,4,low,unacceptable,
high,high,2,med,4,med,unacceptable,
high,high,2,med,4,high,unacceptable,
high,high,2,big,4,low,unacceptable,
high,high,2,big,4,med,unacceptable,
high,high,2,big,4,high,unacceptable,
high,high,4,small,4,low,unacceptable,
high,high,4,small,4,med,unacceptable,
high,high,4,small,4,high,acceptable,
high,high,4,med,4,low,unacceptable,
high,high,4,med,4,med,acceptable,
high,high,4,med,4,high,acceptable,
high,high,4,big,4,low,unacceptable,
high,high,4,big,4,med,acceptable,
high,high,4,big,4,high,acceptable,
high,high,more,small,4,low,unacceptable,
high,high,more,small,4,med,unacceptable,
high,high,more,small,4,high,acceptable,
high,high,more,med,4,low,unacceptable,
high,high,more,med,4,med,acceptable,
high,high,more,med,4,high,acceptable,
high,high,more,big,4,low,unacceptable,
high,high,more,big,4,med,acceptable,
high,high,more,big,4,high,acceptable,
high,high,2,small,5more,low,unacceptable,
high,high,2,small,5more,med,unacceptable,
high,high,2,small,5more,high,unacceptable,
high,high,2,med,5more,low,unacceptable,
high,high,2,med,5more,med,unacceptable,
high,high,2,med,5more,high,unacceptable,
high,high,2,big,5more,low,unacceptable,
high,high,2,big,5more,med,unacceptable,
high,high,2,big,5more,high,unacceptable,
high,high,4,small,5more,low,unacceptable,
high,high,4,small,5more,med,unacceptable,
high,high,4,small,5more,high,acceptable,
high,high,4,med,5more,low,unacceptable,
high,high,4,med,5more,med,acceptable,
high,high,4,med,5more,high,acceptable,
high,high,4,big,5more,low,unacceptable,
high,high,4,big,5more,med,acceptable,
high,high,4,big,5more,high,acceptable,
high,high,more,small,5more,low,unacceptable,
high,high,more,small,5more,med,unacceptable,
high,high,more,small,5more,high,acceptable,
high,high,more,med,5more,low,unacceptable,
high,high,more,med,5more,med,acceptable,
high,high,more,med,5more,high,acceptable,
high,high,more,big,5more,low,unacceptable,
high,high,more,big,5more,med,acceptable,
high,high,more,big,5more,high,acceptable,
high,med,2,small,2,low,unacceptable,
high,med,2,small,2,med,unacceptable,
high,med,2,small,2,high,unacceptable,
high,med,2,med,2,low,unacceptable,
high,med,2,med,2,med,unacceptable,
high,med,2,med,2,high,unacceptable,
high,med,2,big,2,low,unacceptable,
high,med,2,big,2,med,unacceptable,
high,med,2,big,2,high,unacceptable,
high,med,4,small,2,low,unacceptable,
high,med,4,small,2,med,unacceptable,
high,med,4,small,2,high,acceptable,
high,med,4,med,2,low,unacceptable,
high,med,4,med,2,med,unacceptable,
high,med,4,med,2,high,acceptable,
high,med,4,big,2,low,unacceptable,
high,med,4,big,2,med,acceptable,
high,med,4,big,2,high,acceptable,
high,med,more,small,2,low,unacceptable,
high,med,more,small,2,med,unacceptable,
high,med,more,small,2,high,unacceptable,
high,med,more,med,2,low,unacceptable,
high,med,more,med,2,med,unacceptable,
high,med,more,med,2,high,acceptable,
high,med,more,big,2,low,unacceptable,
high,med,more,big,2,med,acceptable,
high,med,more,big,2,high,acceptable,
high,med,2,small,3,low,unacceptable,
high,med,2,small,3,med,unacceptable,
high,med,2,small,3,high,unacceptable,
high,med,2,med,3,low,unacceptable,
high,med,2,med,3,med,unacceptable,
high,med,2,med,3,high,unacceptable,
high,med,2,big,3,low,unacceptable,
high,med,2,big,3,med,unacceptable,
high,med,2,big,3,high,unacceptable,
high,med,4,small,3,low,unacceptable,
high,med,4,small,3,med,unacceptable,
high,med,4,small,3,high,acceptable,
high,med,4,med,3,low,unacceptable,
high,med,4,med,3,med,unacceptable,
high,med,4,med,3,high,acceptable,
high,med,4,big,3,low,unacceptable,
high,med,4,big,3,med,acceptable,
high,med,4,big,3,high,acceptable,
high,med,more,small,3,low,unacceptable,
high,med,more,small,3,med,unacceptable,
high,med,more,small,3,high,acceptable,
high,med,more,med,3,low,unacceptable,
high,med,more,med,3,med,acceptable,
high,med,more,med,3,high,acceptable,
high,med,more,big,3,low,unacceptable,
high,med,more,big,3,med,acceptable,
high,med,more,big,3,high,acceptable,
high,med,2,small,4,low,unacceptable,
high,med,2,small,4,med,unacceptable,
high,med,2,small,4,high,unacceptable,
high,med,2,med,4,low,unacceptable,
high,med,2,med,4,med,unacceptable,
high,med,2,med,4,high,unacceptable,
high,med,2,big,4,low,unacceptable,
high,med,2,big,4,med,unacceptable,
high,med,2,big,4,high,unacceptable,
high,med,4,small,4,low,unacceptable,
high,med,4,small,4,med,unacceptable,
high,med,4,small,4,high,acceptable,
high,med,4,med,4,low,unacceptable,
high,med,4,med,4,med,acceptable,
high,med,4,med,4,high,acceptable,
high,med,4,big,4,low,unacceptable,
high,med,4,big,4,med,acceptable,
high,med,4,big,4,high,acceptable,
high,med,more,small,4,low,unacceptable,
high,med,more,small,4,med,unacceptable,
high,med,more,small,4,high,acceptable,
high,med,more,med,4,low,unacceptable,
high,med,more,med,4,med,acceptable,
high,med,more,med,4,high,acceptable,
high,med,more,big,4,low,unacceptable,
high,med,more,big,4,med,acceptable,
high,med,more,big,4,high,acceptable,
high,med,2,small,5more,low,unacceptable,
high,med,2,small,5more,med,unacceptable,
high,med,2,small,5more,high,unacceptable,
high,med,2,med,5more,low,unacceptable,
high,med,2,med,5more,med,unacceptable,
high,med,2,med,5more,high,unacceptable,
high,med,2,big,5more,low,unacceptable,
high,med,2,big,5more,med,unacceptable,
high,med,2,big,5more,high,unacceptable,
high,med,4,small,5more,low,unacceptable,
high,med,4,small,5more,med,unacceptable,
high,med,4,small,5more,high,acceptable,
high,med,4,med,5more,low,unacceptable,
high,med,4,med,5more,med,acceptable,
high,med,4,med,5more,high,acceptable,
high,med,4,big,5more,low,unacceptable,
high,med,4,big,5more,med,acceptable,
high,med,4,big,5more,high,acceptable,
high,med,more,small,5more,low,unacceptable,
high,med,more,small,5more,med,unacceptable,
high,med,more,small,5more,high,acceptable,
high,med,more,med,5more,low,unacceptable,
high,med,more,med,5more,med,acceptable,
high,med,more,med,5more,high,acceptable,
high,med,more,big,5more,low,unacceptable,
high,med,more,big,5more,med,acceptable,
high,med,more,big,5more,high,acceptable,
high,low,2,small,2,low,unacceptable,
high,low,2,small,2,med,unacceptable,
high,low,2,small,2,high,unacceptable,
high,low,2,med,2,low,unacceptable,
high,low,2,med,2,med,unacceptable,
high,low,2,med,2,high,unacceptable,
high,low,2,big,2,low,unacceptable,
high,low,2,big,2,med,unacceptable,
high,low,2,big,2,high,unacceptable,
high,low,4,small,2,low,unacceptable,
high,low,4,small,2,med,unacceptable,
high,low,4,small,2,high,acceptable,
high,low,4,med,2,low,unacceptable,
high,low,4,med,2,med,unacceptable,
high,low,4,med,2,high,acceptable,
high,low,4,big,2,low,unacceptable,
high,low,4,big,2,med,acceptable,
high,low,4,big,2,high,acceptable,
high,low,more,small,2,low,unacceptable,
high,low,more,small,2,med,unacceptable,
high,low,more,small,2,high,unacceptable,
high,low,more,med,2,low,unacceptable,
high,low,more,med,2,med,unacceptable,
high,low,more,med,2,high,acceptable,
high,low,more,big,2,low,unacceptable,
high,low,more,big,2,med,acceptable,
high,low,more,big,2,high,acceptable,
high,low,2,small,3,low,unacceptable,
high,low,2,small,3,med,unacceptable,
high,low,2,small,3,high,unacceptable,
high,low,2,med,3,low,unacceptable,
high,low,2,med,3,med,unacceptable,
high,low,2,med,3,high,unacceptable,
high,low,2,big,3,low,unacceptable,
high,low,2,big,3,med,unacceptable,
high,low,2,big,3,high,unacceptable,
high,low,4,small,3,low,unacceptable,
high,low,4,small,3,med,unacceptable,
high,low,4,small,3,high,acceptable,
high,low,4,med,3,low,unacceptable,
high,low,4,med,3,med,unacceptable,
high,low,4,med,3,high,acceptable,
high,low,4,big,3,low,unacceptable,
high,low,4,big,3,med,acceptable,
high,low,4,big,3,high,acceptable,
high,low,more,small,3,low,unacceptable,
high,low,more,small,3,med,unacceptable,
high,low,more,small,3,high,acceptable,
high,low,more,med,3,low,unacceptable,
high,low,more,med,3,med,acceptable,
high,low,more,med,3,high,acceptable,
high,low,more,big,3,low,unacceptable,
high,low,more,big,3,med,acceptable,
high,low,more,big,3,high,acceptable,
high,low,2,small,4,low,unacceptable,
high,low,2,small,4,med,unacceptable,
high,low,2,small,4,high,unacceptable,
high,low,2,med,4,low,unacceptable,
high,low,2,med,4,med,unacceptable,
high,low,2,med,4,high,unacceptable,
high,low,2,big,4,low,unacceptable,
high,low,2,big,4,med,unacceptable,
high,low,2,big,4,high,unacceptable,
high,low,4,small,4,low,unacceptable,
high,low,4,small,4,med,unacceptable,
high,low,4,small,4,high,acceptable,
high,low,4,med,4,low,unacceptable,
high,low,4,med,4,med,acceptable,
high,low,4,med,4,high,acceptable,
high,low,4,big,4,low,unacceptable,
high,low,4,big,4,med,acceptable,
high,low,4,big,4,high,acceptable,
high,low,more,small,4,low,unacceptable,
high,low,more,small,4,med,unacceptable,
high,low,more,small,4,high,acceptable,
high,low,more,med,4,low,unacceptable,
high,low,more,med,4,med,acceptable,
high,low,more,med,4,high,acceptable,
high,low,more,big,4,low,unacceptable,
high,low,more,big,4,med,acceptable,
high,low,more,big,4,high,acceptable,
high,low,2,small,5more,low,unacceptable,
high,low,2,small,5more,med,unacceptable,
high,low,2,small,5more,high,unacceptable,
high,low,2,med,5more,low,unacceptable,
high,low,2,med,5more,med,unacceptable,
high,low,2,med,5more,high,unacceptable,
high,low,2,big,5more,low,unacceptable,
high,low,2,big,5more,med,unacceptable,
high,low,2,big,5more,high,unacceptable,
high,low,4,small,5more,low,unacceptable,
high,low,4,small,5more,med,unacceptable,
high,low,4,small,5more,high,acceptable,
high,low,4,med,5more,low,unacceptable,
high,low,4,med,5more,med,acceptable,
high,low,4,med,5more,high,acceptable,
high,low,4,big,5more,low,unacceptable,
high,low,4,big,5more,med,acceptable,
high,low,4,big,5more,high,acceptable,
high,low,more,small,5more,low,unacceptable,
high,low,more,small,5more,med,unacceptable,
high,low,more,small,5more,high,acceptable,
high,low,more,med,5more,low,unacceptable,
high,low,more,med,5more,med,acceptable,
high,low,more,med,5more,high,acceptable,
high,low,more,big,5more,low,unacceptable,
high,low,more,big,5more,med,acceptable,
high,low,more,big,5more,high,acceptable,
med,vhigh,2,small,2,low,unacceptable,
med,vhigh,2,small,2,med,unacceptable,
med,vhigh,2,small,2,high,unacceptable,
med,vhigh,2,med,2,low,unacceptable,
med,vhigh,2,med,2,med,unacceptable,
med,vhigh,2,med,2,high,unacceptable,
med,vhigh,2,big,2,low,unacceptable,
med,vhigh,2,big,2,med,unacceptable,
med,vhigh,2,big,2,high,unacceptable,
med,vhigh,4,small,2,low,unacceptable,
med,vhigh,4,small,2,med,unacceptable,
med,vhigh,4,small,2,high,acceptable,
med,vhigh,4,med,2,low,unacceptable,
med,vhigh,4,med,2,med,unacceptable,
med,vhigh,4,med,2,high,acceptable,
med,vhigh,4,big,2,low,unacceptable,
med,vhigh,4,big,2,med,acceptable,
med,vhigh,4,big,2,high,acceptable,
med,vhigh,more,small,2,low,unacceptable,
med,vhigh,more,small,2,med,unacceptable,
med,vhigh,more,small,2,high,unacceptable,
med,vhigh,more,med,2,low,unacceptable,
med,vhigh,more,med,2,med,unacceptable,
med,vhigh,more,med,2,high,acceptable,
med,vhigh,more,big,2,low,unacceptable,
med,vhigh,more,big,2,med,acceptable,
med,vhigh,more,big,2,high,acceptable,
med,vhigh,2,small,3,low,unacceptable,
med,vhigh,2,small,3,med,unacceptable,
med,vhigh,2,small,3,high,unacceptable,
med,vhigh,2,med,3,low,unacceptable,
med,vhigh,2,med,3,med,unacceptable,
med,vhigh,2,med,3,high,unacceptable,
med,vhigh,2,big,3,low,unacceptable,
med,vhigh,2,big,3,med,unacceptable,
med,vhigh,2,big,3,high,unacceptable,
med,vhigh,4,small,3,low,unacceptable,
med,vhigh,4,small,3,med,unacceptable,
med,vhigh,4,small,3,high,acceptable,
med,vhigh,4,med,3,low,unacceptable,
med,vhigh,4,med,3,med,unacceptable,
med,vhigh,4,med,3,high,acceptable,
med,vhigh,4,big,3,low,unacceptable,
med,vhigh,4,big,3,med,acceptable,
med,vhigh,4,big,3,high,acceptable,
med,vhigh,more,small,3,low,unacceptable,
med,vhigh,more,small,3,med,unacceptable,
med,vhigh,more,small,3,high,acceptable,
med,vhigh,more,med,3,low,unacceptable,
med,vhigh,more,med,3,med,acceptable,
med,vhigh,more,med,3,high,acceptable,
med,vhigh,more,big,3,low,unacceptable,
med,vhigh,more,big,3,med,acceptable,
med,vhigh,more,big,3,high,acceptable,
med,vhigh,2,small,4,low,unacceptable,
med,vhigh,2,small,4,med,unacceptable,
med,vhigh,2,small,4,high,unacceptable,
med,vhigh,2,med,4,low,unacceptable,
med,vhigh,2,med,4,med,unacceptable,
med,vhigh,2,med,4,high,unacceptable,
med,vhigh,2,big,4,low,unacceptable,
med,vhigh,2,big,4,med,unacceptable,
med,vhigh,2,big,4,high,unacceptable,
med,vhigh,4,small,4,low,unacceptable,
med,vhigh,4,small,4,med,unacceptable,
med,vhigh,4,small,4,high,acceptable,
med,vhigh,4,med,4,low,unacceptable,
med,vhigh,4,med,4,med,acceptable,
med,vhigh,4,med,4,high,acceptable,
med,vhigh,4,big,4,low,unacceptable,
med,vhigh,4,big,4,med,acceptable,
med,vhigh,4,big,4,high,acceptable,
med,vhigh,more,small,4,low,unacceptable,
med,vhigh,more,small,4,med,unacceptable,
med,vhigh,more,small,4,high,acceptable,
med,vhigh,more,med,4,low,unacceptable,
med,vhigh,more,med,4,med,acceptable,
med,vhigh,more,med,4,high,acceptable,
med,vhigh,more,big,4,low,unacceptable,
med,vhigh,more,big,4,med,acceptable,
med,vhigh,more,big,4,high,acceptable,
med,vhigh,2,small,5more,low,unacceptable,
med,vhigh,2,small,5more,med,unacceptable,
med,vhigh,2,small,5more,high,unacceptable,
med,vhigh,2,med,5more,low,unacceptable,
med,vhigh,2,med,5more,med,unacceptable,
med,vhigh,2,med,5more,high,unacceptable,
med,vhigh,2,big,5more,low,unacceptable,
med,vhigh,2,big,5more,med,unacceptable,
med,vhigh,2,big,5more,high,unacceptable,
med,vhigh,4,small,5more,low,unacceptable,
med,vhigh,4,small,5more,med,unacceptable,
med,vhigh,4,small,5more,high,acceptable,
med,vhigh,4,med,5more,low,unacceptable,
med,vhigh,4,med,5more,med,acceptable,
med,vhigh,4,med,5more,high,acceptable,
med,vhigh,4,big,5more,low,unacceptable,
med,vhigh,4,big,5more,med,acceptable,
med,vhigh,4,big,5more,high,acceptable,
med,vhigh,more,small,5more,low,unacceptable,
med,vhigh,more,small,5more,med,unacceptable,
med,vhigh,more,small,5more,high,acceptable,
med,vhigh,more,med,5more,low,unacceptable,
med,vhigh,more,med,5more,med,acceptable,
med,vhigh,more,med,5more,high,acceptable,
med,vhigh,more,big,5more,low,unacceptable,
med,vhigh,more,big,5more,med,acceptable,
med,vhigh,more,big,5more,high,acceptable,
med,high,2,small,2,low,unacceptable,
med,high,2,small,2,med,unacceptable,
med,high,2,small,2,high,unacceptable,
med,high,2,med,2,low,unacceptable,
med,high,2,med,2,med,unacceptable,
med,high,2,med,2,high,unacceptable,
med,high,2,big,2,low,unacceptable,
med,high,2,big,2,med,unacceptable,
med,high,2,big,2,high,unacceptable,
med,high,4,small,2,low,unacceptable,
med,high,4,small,2,med,unacceptable,
med,high,4,small,2,high,acceptable,
med,high,4,med,2,low,unacceptable,
med,high,4,med,2,med,unacceptable,
med,high,4,med,2,high,acceptable,
med,high,4,big,2,low,unacceptable,
med,high,4,big,2,med,acceptable,
med,high,4,big,2,high,acceptable,
med,high,more,small,2,low,unacceptable,
med,high,more,small,2,med,unacceptable,
med,high,more,small,2,high,unacceptable,
med,high,more,med,2,low,unacceptable,
med,high,more,med,2,med,unacceptable,
med,high,more,med,2,high,acceptable,
med,high,more,big,2,low,unacceptable,
med,high,more,big,2,med,acceptable,
med,high,more,big,2,high,acceptable,
med,high,2,small,3,low,unacceptable,
med,high,2,small,3,med,unacceptable,
med,high,2,small,3,high,unacceptable,
med,high,2,med,3,low,unacceptable,
med,high,2,med,3,med,unacceptable,
med,high,2,med,3,high,unacceptable,
med,high,2,big,3,low,unacceptable,
med,high,2,big,3,med,unacceptable,
med,high,2,big,3,high,unacceptable,
med,high,4,small,3,low,unacceptable,
med,high,4,small,3,med,unacceptable,
med,high,4,small,3,high,acceptable,
med,high,4,med,3,low,unacceptable,
med,high,4,med,3,med,unacceptable,
med,high,4,med,3,high,acceptable,
med,high,4,big,3,low,unacceptable,
med,high,4,big,3,med,acceptable,
med,high,4,big,3,high,acceptable,
med,high,more,small,3,low,unacceptable,
med,high,more,small,3,med,unacceptable,
med,high,more,small,3,high,acceptable,
med,high,more,med,3,low,unacceptable,
med,high,more,med,3,med,acceptable,
med,high,more,med,3,high,acceptable,
med,high,more,big,3,low,unacceptable,
med,high,more,big,3,med,acceptable,
med,high,more,big,3,high,acceptable,
med,high,2,small,4,low,unacceptable,
med,high,2,small,4,med,unacceptable,
med,high,2,small,4,high,unacceptable,
med,high,2,med,4,low,unacceptable,
med,high,2,med,4,med,unacceptable,
med,high,2,med,4,high,unacceptable,
med,high,2,big,4,low,unacceptable,
med,high,2,big,4,med,unacceptable,
med,high,2,big,4,high,unacceptable,
med,high,4,small,4,low,unacceptable,
med,high,4,small,4,med,unacceptable,
med,high,4,small,4,high,acceptable,
med,high,4,med,4,low,unacceptable,
med,high,4,med,4,med,acceptable,
med,high,4,med,4,high,acceptable,
med,high,4,big,4,low,unacceptable,
med,high,4,big,4,med,acceptable,
med,high,4,big,4,high,acceptable,
med,high,more,small,4,low,unacceptable,
med,high,more,small,4,med,unacceptable,
med,high,more,small,4,high,acceptable,
med,high,more,med,4,low,unacceptable,
med,high,more,med,4,med,acceptable,
med,high,more,med,4,high,acceptable,
med,high,more,big,4,low,unacceptable,
med,high,more,big,4,med,acceptable,
med,high,more,big,4,high,acceptable,
med,high,2,small,5more,low,unacceptable,
med,high,2,small,5more,med,unacceptable,
med,high,2,small,5more,high,unacceptable,
med,high,2,med,5more,low,unacceptable,
med,high,2,med,5more,med,unacceptable,
med,high,2,med,5more,high,unacceptable,
med,high,2,big,5more,low,unacceptable,
med,high,2,big,5more,med,unacceptable,
med,high,2,big,5more,high,unacceptable,
med,high,4,small,5more,low,unacceptable,
med,high,4,small,5more,med,unacceptable,
med,high,4,small,5more,high,acceptable,
med,high,4,med,5more,low,unacceptable,
med,high,4,med,5more,med,acceptable,
med,high,4,med,5more,high,acceptable,
med,high,4,big,5more,low,unacceptable,
med,high,4,big,5more,med,acceptable,
med,high,4,big,5more,high,acceptable,
med,high,more,small,5more,low,unacceptable,
med,high,more,small,5more,med,unacceptable,
med,high,more,small,5more,high,acceptable,
med,high,more,med,5more,low,unacceptable,
med,high,more,med,5more,med,acceptable,
med,high,more,med,5more,high,acceptable,
med,high,more,big,5more,low,unacceptable,
med,high,more,big,5more,med,acceptable,
med,high,more,big,5more,high,acceptable,
med,med,2,small,2,low,unacceptable,
med,med,2,small,2,med,unacceptable,
med,med,2,small,2,high,unacceptable,
med,med,2,med,2,low,unacceptable,
med,med,2,med,2,med,unacceptable,
med,med,2,med,2,high,unacceptable,
med,med,2,big,2,low,unacceptable,
med,med,2,big,2,med,unacceptable,
med,med,2,big,2,high,unacceptable,
med,med,4,small,2,low,unacceptable,
med,med,4,small,2,med,acceptable,
med,med,4,small,2,high,acceptable,
med,med,4,med,2,low,unacceptable,
med,med,4,med,2,med,acceptable,
med,med,4,med,2,high,acceptable,
med,med,4,big,2,low,unacceptable,
med,med,4,big,2,med,acceptable,
med,med,4,big,2,high,vgood,
med,med,more,small,2,low,unacceptable,
med,med,more,small,2,med,unacceptable,
med,med,more,small,2,high,unacceptable,
med,med,more,med,2,low,unacceptable,
med,med,more,med,2,med,acceptable,
med,med,more,med,2,high,acceptable,
med,med,more,big,2,low,unacceptable,
med,med,more,big,2,med,acceptable,
med,med,more,big,2,high,vgood,
med,med,2,small,3,low,unacceptable,
med,med,2,small,3,med,unacceptable,
med,med,2,small,3,high,unacceptable,
med,med,2,med,3,low,unacceptable,
med,med,2,med,3,med,unacceptable,
med,med,2,med,3,high,unacceptable,
med,med,2,big,3,low,unacceptable,
med,med,2,big,3,med,unacceptable,
med,med,2,big,3,high,unacceptable,
med,med,4,small,3,low,unacceptable,
med,med,4,small,3,med,acceptable,
med,med,4,small,3,high,acceptable,
med,med,4,med,3,low,unacceptable,
med,med,4,med,3,med,acceptable,
