buying,maint,persons,lug_boot,doors,safety,car,
med,med,4,med,3,high,acceptable,
med,med,4,big,3,low,unacceptable,
med,med,4,big,3,med,acceptable,
med,med,4,big,3,high,vgood,
med,med,more,small,3,low,unacceptable,
med,med,more,small,3,med,acceptable,
med,med,more,small,3,high,acceptable,
med,med,more,med,3,low,unacceptable,
med,med,more,med,3,med,acceptable,
med,med,more,med,3,high,vgood,
med,med,more,big,3,low,unacceptable,
med,med,more,big,3,med,acceptable,
med,med,more,big,3,high,vgood,
med,med,2,small,4,low,unacceptable,
med,med,2,small,4,med,unacceptable,
med,med,2,small,4,high,unacceptable,
med,med,2,med,4,low,unacceptable,
med,med,2,med,4,med,unacceptable,
med,med,2,med,4,high,unacceptable,
med,med,2,big,4,low,unacceptable,
med,med,2,big,4,med,unacceptable,
med,med,2,big,4,high,unacceptable,
med,med,4,small,4,low,unacceptable,
med,med,4,small,4,med,acceptable,
med,med,4,small,4,high,acceptable,
med,med,4,med,4,low,unacceptable,
med,med,4,med,4,med,acceptable,
med,med,4,med,4,high,vgood,
med,med,4,big,4,low,unacceptable,
med,med,4,big,4,med,acceptable,
med,med,4,big,4,high,vgood,
med,med,more,small,4,low,unacceptable,
med,med,more,small,4,med,acceptable,
med,med,more,small,4,high,acceptable,
med,med,more,med,4,low,unacceptable,
med,med,more,med,4,med,acceptable,
med,med,more,med,4,high,vgood,
med,med,more,big,4,low,unacceptable,
med,med,more,big,4,med,acceptable,
med,med,more,big,4,high,vgood,
med,med,2,small,5more,low,unacceptable,
med,med,2,small,5more,med,unacceptable,
med,med,2,small,5more,high,unacceptable,
med,med,2,med,5more,low,unacceptable,
med,med,2,med,5more,med,unacceptable,
med,med,2,med,5more,high,unacceptable,
med,med,2,big,5more,low,unacceptable,
med,med,2,big,5more,med,unacceptable,
med,med,2,big,5more,high,unacceptable,
med,med,4,small,5more,low,unacceptable,
med,med,4,small,5more,med,acceptable,
med,med,4,small,5more,high,acceptable,
med,med,4,med,5more,low,unacceptable,
med,med,4,med,5more,med,acceptable,
med,med,4,med,5more,high,vgood,
med,med,4,big,5more,low,unacceptable,
med,med,4,big,5more,med,acceptable,
med,med,4,big,5more,high,vgood,
med,med,more,small,5more,low,unacceptable,
med,med,more,small,5more,med,acceptable,
med,med,more,small,5more,high,acceptable,
med,med,more,med,5more,low,unacceptable,
med,med,more,med,5more,med,acceptable,
med,med,more,med,5more,high,vgood,
med,med,more,big,5more,low,unacceptable,
med,med,more,big,5more,med,acceptable,
med,med,more,big,5more,high,vgood,
med,low,2,small,2,low,unacceptable,
med,low,2,small,2,med,unacceptable,
med,low,2,small,2,high,unacceptable,
med,low,2,med,2,low,unacceptable,
med,low,2,med,2,med,unacceptable,
med,low,2,med,2,high,unacceptable,
med,low,2,big,2,low,unacceptable,
med,low,2,big,2,med,unacceptable,
med,low,2,big,2,high,unacceptable,
med,low,4,small,2,low,unacceptable,
med,low,4,small,2,med,acceptable,
med,low,4,small,2,high,good,
med,low,4,med,2,low,unacceptable,
med,low,4,med,2,med,acceptable,
med,low,4,med,2,high,good,
med,low,4,big,2,low,unacceptable,
med,low,4,big,2,med,good,
med,low,4,big,2,high,vgood,
med,low,more,small,2,low,unacceptable,
med,low,more,small,2,med,unacceptable,
med,low,more,small,2,high,unacceptable,
med,low,more,med,2,low,unacceptable,
med,low,more,med,2,med,acceptable,
med,low,more,med,2,high,good,
med,low,more,big,2,low,unacceptable,
med,low,more,big,2,med,good,
med,low,more,big,2,high,vgood,
med,low,2,small,3,low,unacceptable,
med,low,2,small,3,med,unacceptable,
med,low,2,small,3,high,unacceptable,
med,low,2,med,3,low,unacceptable,
med,low,2,med,3,med,unacceptable,
med,low,2,med,3,high,unacceptable,
med,low,2,big,3,low,unacceptable,
med,low,2,big,3,med,unacceptable,
med,low,2,big,3,high,unacceptable,
med,low,4,small,3,low,unacceptable,
med,low,4,small,3,med,acceptable,
med,low,4,small,3,high,good,
med,low,4,med,3,low,unacceptable,
med,low,4,med,3,med,acceptable,
med,low,4,med,3,high,good,
med,low,4,big,3,low,unacceptable,
med,low,4,big,3,med,good,
med,low,4,big,3,high,vgood,
med,low,more,small,3,low,unacceptable,
med,low,more,small,3,med,acceptable,
med,low,more,small,3,high,good,
med,low,more,med,3,low,unacceptable,
med,low,more,med,3,med,good,
med,low,more,med,3,high,vgood,
med,low,more,big,3,low,unacceptable,
med,low,more,big,3,med,good,
med,low,more,big,3,high,vgood,
med,low,2,small,4,low,unacceptable,
med,low,2,small,4,med,unacceptable,
med,low,2,small,4,high,unacceptable,
med,low,2,med,4,low,unacceptable,
med,low,2,med,4,med,unacceptable,
med,low,2,med,4,high,unacceptable,
med,low,2,big,4,low,unacceptable,
med,low,2,big,4,med,unacceptable,
med,low,2,big,4,high,unacceptable,
med,low,4,small,4,low,unacceptable,
med,low,4,small,4,med,acceptable,
med,low,4,small,4,high,good,
med,low,4,med,4,low,unacceptable,
med,low,4,med,4,med,good,
med,low,4,med,4,high,vgood,
med,low,4,big,4,low,unacceptable,
med,low,4,big,4,med,good,
med,low,4,big,4,high,vgood,
med,low,more,small,4,low,unacceptable,
med,low,more,small,4,med,acceptable,
med,low,more,small,4,high,good,
med,low,more,med,4,low,unacceptable,
med,low,more,med,4,med,good,
med,low,more,med,4,high,vgood,
med,low,more,big,4,low,unacceptable,
med,low,more,big,4,med,good,
med,low,more,big,4,high,vgood,
med,low,2,small,5more,low,unacceptable,
med,low,2,small,5more,med,unacceptable,
med,low,2,small,5more,high,unacceptable,
med,low,2,med,5more,low,unacceptable,
med,low,2,med,5more,med,unacceptable,
med,low,2,med,5more,high,unacceptable,
med,low,2,big,5more,low,unacceptable,
med,low,2,big,5more,med,unacceptable,
med,low,2,big,5more,high,unacceptable,
med,low,4,small,5more,low,unacceptable,
med,low,4,small,5more,med,acceptable,
med,low,4,small,5more,high,good,
med,low,4,med,5more,low,unacceptable,
med,low,4,med,5more,med,good,
med,low,4,med,5more,high,vgood,
med,low,4,big,5more,low,unacceptable,
med,low,4,big,5more,med,good,
med,low,4,big,5more,high,vgood,
med,low,more,small,5more,low,unacceptable,
med,low,more,small,5more,med,acceptable,
med,low,more,small,5more,high,good,
med,low,more,med,5more,low,unacceptable,
med,low,more,med,5more,med,good,
med,low,more,med,5more,high,vgood,
med,low,more,big,5more,low,unacceptable,
med,low,more,big,5more,med,good,
med,low,more,big,5more,high,vgood,
low,vhigh,2,small,2,low,unacceptable,
low,vhigh,2,small,2,med,unacceptable,
low,vhigh,2,small,2,high,unacceptable,
low,vhigh,2,med,2,low,unacceptable,
low,vhigh,2,med,2,med,unacceptable,
low,vhigh,2,med,2,high,unacceptable,
low,vhigh,2,big,2,low,unacceptable,
low,vhigh,2,big,2,med,unacceptable,
low,vhigh,2,big,2,high,unacceptable,
low,vhigh,4,small,2,low,unacceptable,
low,vhigh,4,small,2,med,unacceptable,
low,vhigh,4,small,2,high,acceptable,
low,vhigh,4,med,2,low,unacceptable,
low,vhigh,4,med,2,med,unacceptable,
low,vhigh,4,med,2,high,acceptable,
low,vhigh,4,big,2,low,unacceptable,
low,vhigh,4,big,2,med,acceptable,
low,vhigh,4,big,2,high,acceptable,
low,vhigh,more,small,2,low,unacceptable,
low,vhigh,more,small,2,med,unacceptable,
low,vhigh,more,small,2,high,unacceptable,
low,vhigh,more,med,2,low,unacceptable,
low,vhigh,more,med,2,med,unacceptable,
low,vhigh,more,med,2,high,acceptable,
low,vhigh,more,big,2,low,unacceptable,
low,vhigh,more,big,2,med,acceptable,
low,vhigh,more,big,2,high,acceptable,
low,vhigh,2,small,3,low,unacceptable,
low,vhigh,2,small,3,med,unacceptable,
low,vhigh,2,small,3,high,unacceptable,
low,vhigh,2,med,3,low,unacceptable,
low,vhigh,2,med,3,med,unacceptable,
low,vhigh,2,med,3,high,unacceptable,
low,vhigh,2,big,3,low,unacceptable,
low,vhigh,2,big,3,med,unacceptable,
low,vhigh,2,big,3,high,unacceptable,
low,vhigh,4,small,3,low,unacceptable,
low,vhigh,4,small,3,med,unacceptable,
low,vhigh,4,small,3,high,acceptable,
low,vhigh,4,med,3,low,unacceptable,
low,vhigh,4,med,3,med,unacceptable,
low,vhigh,4,med,3,high,acceptable,
low,vhigh,4,big,3,low,unacceptable,
low,vhigh,4,big,3,med,acceptable,
low,vhigh,4,big,3,high,acceptable,
low,vhigh,more,small,3,low,unacceptable,
low,vhigh,more,small,3,med,unacceptable,
low,vhigh,more,small,3,high,acceptable,
low,vhigh,more,med,3,low,unacceptable,
low,vhigh,more,med,3,med,acceptable,
low,vhigh,more,med,3,high,acceptable,
low,vhigh,more,big,3,low,unacceptable,
low,vhigh,more,big,3,med,acceptable,
low,vhigh,more,big,3,high,acceptable,
low,vhigh,2,small,4,low,unacceptable,
low,vhigh,2,small,4,med,unacceptable,
low,vhigh,2,small,4,high,unacceptable,
low,vhigh,2,med,4,low,unacceptable,
low,vhigh,2,med,4,med,unacceptable,
low,vhigh,2,med,4,high,unacceptable,
low,vhigh,2,big,4,low,unacceptable,
low,vhigh,2,big,4,med,unacceptable,
low,vhigh,2,big,4,high,unacceptable,
low,vhigh,4,small,4,low,unacceptable,
low,vhigh,4,small,4,med,unacceptable,
low,vhigh,4,small,4,high,acceptable,
low,vhigh,4,med,4,low,unacceptable,
low,vhigh,4,med,4,med,acceptable,
low,vhigh,4,med,4,high,acceptable,
low,vhigh,4,big,4,low,unacceptable,
low,vhigh,4,big,4,med,acceptable,
low,vhigh,4,big,4,high,acceptable,
low,vhigh,more,small,4,low,unacceptable,
low,vhigh,more,small,4,med,unacceptable,
low,vhigh,more,small,4,high,acceptable,
low,vhigh,more,med,4,low,unacceptable,
low,vhigh,more,med,4,med,acceptable,
low,vhigh,more,med,4,high,acceptable,
low,vhigh,more,big,4,low,unacceptable,
low,vhigh,more,big,4,med,acceptable,
low,vhigh,more,big,4,high,acceptable,
low,vhigh,2,small,5more,low,unacceptable,
low,vhigh,2,small,5more,med,unacceptable,
low,vhigh,2,small,5more,high,unacceptable,
low,vhigh,2,med,5more,low,unacceptable,
low,vhigh,2,med,5more,med,unacceptable,
low,vhigh,2,med,5more,high,unacceptable,
low,vhigh,2,big,5more,low,unacceptable,
low,vhigh,2,big,5more,med,unacceptable,
low,vhigh,2,big,5more,high,unacceptable,
low,vhigh,4,small,5more,low,unacceptable,
low,vhigh,4,small,5more,med,unacceptable,
low,vhigh,4,small,5more,high,acceptable,
low,vhigh,4,med,5more,low,unacceptable,
low,vhigh,4,med,5more,med,acceptable,
low,vhigh,4,med,5more,high,acceptable,
low,vhigh,4,big,5more,low,unacceptable,
low,vhigh,4,big,5more,med,acceptable,
low,vhigh,4,big,5more,high,acceptable,
low,vhigh,more,small,5more,low,unacceptable,
low,vhigh,more,small,5more,med,unacceptable,
low,vhigh,more,small,5more,high,acceptable,
low,vhigh,more,med,5more,low,unacceptable,
low,vhigh,more,med,5more,med,acceptable,
low,vhigh,more,med,5more,high,acceptable,
low,vhigh,more,big,5more,low,unacceptable,
low,vhigh,more,big,5more,med,acceptable,
low,vhigh,more,big,5more,high,acceptable,
low,high,2,small,2,low,unacceptable,
low,high,2,small,2,med,unacceptable,
low,high,2,small,2,high,unacceptable,
low,high,2,med,2,low,unacceptable,
low,high,2,med,2,med,unacceptable,
low,high,2,med,2,high,unacceptable,
low,high,2,big,2,low,unacceptable,
low,high,2,big,2,med,unacceptable,
low,high,2,big,2,high,unacceptable,
low,high,4,small,2,low,unacceptable,
low,high,4,small,2,med,acceptable,
low,high,4,small,2,high,acceptable,
low,high,4,med,2,low,unacceptable,
low,high,4,med,2,med,acceptable,
low,high,4,med,2,high,acceptable,
low,high,4,big,2,low,unacceptable,
low,high,4,big,2,med,acceptable,
low,high,4,big,2,high,vgood,
low,high,more,small,2,low,unacceptable,
low,high,more,small,2,med,unacceptable,
low,high,more,small,2,high,unacceptable,
low,high,more,med,2,low,unacceptable,
low,high,more,med,2,med,acceptable,
low,high,more,med,2,high,acceptable,
low,high,more,big,2,low,unacceptable,
low,high,more,big,2,med,acceptable,
low,high,more,big,2,high,vgood,
low,high,2,small,3,low,unacceptable,
low,high,2,small,3,med,unacceptable,
low,high,2,small,3,high,unacceptable,
low,high,2,med,3,low,unacceptable,
low,high,2,med,3,med,unacceptable,
low,high,2,med,3,high,unacceptable,
low,high,2,big,3,low,unacceptable,
low,high,2,big,3,med,unacceptable,
low,high,2,big,3,high,unacceptable,
low,high,4,small,3,low,unacceptable,
low,high,4,small,3,med,acceptable,
low,high,4,small,3,high,acceptable,
low,high,4,med,3,low,unacceptable,
low,high,4,med,3,med,acceptable,
low,high,4,med,3,high,acceptable,
low,high,4,big,3,low,unacceptable,
low,high,4,big,3,med,acceptable,
low,high,4,big,3,high,vgood,
low,high,more,small,3,low,unacceptable,
low,high,more,small,3,med,acceptable,
low,high,more,small,3,high,acceptable,
low,high,more,med,3,low,unacceptable,
low,high,more,med,3,med,acceptable,
low,high,more,med,3,high,vgood,
low,high,more,big,3,low,unacceptable,
low,high,more,big,3,med,acceptable,
low,high,more,big,3,high,vgood,
low,high,2,small,4,low,unacceptable,
low,high,2,small,4,med,unacceptable,
low,high,2,small,4,high,unacceptable,
low,high,2,med,4,low,unacceptable,
low,high,2,med,4,med,unacceptable,
low,high,2,med,4,high,unacceptable,
low,high,2,big,4,low,unacceptable,
low,high,2,big,4,med,unacceptable,
low,high,2,big,4,high,unacceptable,
low,high,4,small,4,low,unacceptable,
low,high,4,small,4,med,acceptable,
low,high,4,small,4,high,acceptable,
low,high,4,med,4,low,unacceptable,
low,high,4,med,4,med,acceptable,
low,high,4,med,4,high,vgood,
low,high,4,big,4,low,unacceptable,
low,high,4,big,4,med,acceptable,
low,high,4,big,4,high,vgood,
low,high,more,small,4,low,unacceptable,
low,high,more,small,4,med,acceptable,
low,high,more,small,4,high,acceptable,
low,high,more,med,4,low,unacceptable,
low,high,more,med,4,med,acceptable,
low,high,more,med,4,high,vgood,
low,high,more,big,4,low,unacceptable,
low,high,more,big,4,med,acceptable,
low,high,more,big,4,high,vgood,
low,high,2,small,5more,low,unacceptable,
low,high,2,small,5more,med,unacceptable,
low,high,2,small,5more,high,unacceptable,
low,high,2,med,5more,low,unacceptable,
low,high,2,med,5more,med,unacceptable,
low,high,2,med,5more,high,unacceptable,
low,high,2,big,5more,low,unacceptable,
low,high,2,big,5more,med,unacceptable,
low,high,2,big,5more,high,unacceptable,
low,high,4,small,5more,low,unacceptable,
low,high,4,small,5more,med,acceptable,
low,high,4,small,5more,high,acceptable,
low,high,4,med,5more,low,unacceptable,
low,high,4,med,5more,med,acceptable,
low,high,4,med,5more,high,vgood,
low,high,4,big,5more,low,unacceptable,
low,high,4,big,5more,med,acceptable,
low,high,4,big,5more,high,vgood,
low,high,more,small,5more,low,unacceptable,
low,high,more,small,5more,med,acceptable,
low,high,more,small,5more,high,acceptable,
low,high,more,med,5more,low,unacceptable,
low,high,more,med,5more,med,acceptable,
low,high,more,med,5more,high,vgood,
low,high,more,big,5more,low,unacceptable,
low,high,more,big,5more,med,acceptable,
low,high,more,big,5more,high,vgood,
low,med,2,small,2,low,unacceptable,
low,med,2,small,2,med,unacceptable,
low,med,2,small,2,high,unacceptable,
low,med,2,med,2,low,unacceptable,
low,med,2,med,2,med,unacceptable,
low,med,2,med,2,high,unacceptable,
low,med,2,big,2,low,unacceptable,
low,med,2,big,2,med,unacceptable,
low,med,2,big,2,high,unacceptable,
low,med,4,small,2,low,unacceptable,
low,med,4,small,2,med,acceptable,
low,med,4,small,2,high,good,
low,med,4,med,2,low,unacceptable,
low,med,4,med,2,med,acceptable,
low,med,4,med,2,high,good,
low,med,4,big,2,low,unacceptable,
low,med,4,big,2,med,good,
low,med,4,big,2,high,vgood,
low,med,more,small,2,low,unacceptable,
low,med,more,small,2,med,unacceptable,
low,med,more,small,2,high,unacceptable,
low,med,more,med,2,low,unacceptable,
low,med,more,med,2,med,acceptable,
low,med,more,med,2,high,good,
low,med,more,big,2,low,unacceptable,
low,med,more,big,2,med,good,
low,med,more,big,2,high,vgood,
low,med,2,small,3,low,unacceptable,
low,med,2,small,3,med,unacceptable,
low,med,2,small,3,high,unacceptable,
low,med,2,med,3,low,unacceptable,
low,med,2,med,3,med,unacceptable,
low,med,2,med,3,high,unacceptable,
low,med,2,big,3,low,unacceptable,
low,med,2,big,3,med,unacceptable,
low,med,2,big,3,high,unacceptable,
low,med,4,small,3,low,unacceptable,
low,med,4,small,3,med,acceptable,
low,med,4,small,3,high,good,
low,med,4,med,3,low,unacceptable,
low,med,4,med,3,med,acceptable,
low,med,4,med,3,high,good,
low,med,4,big,3,low,unacceptable,
low,med,4,big,3,med,good,
low,med,4,big,3,high,vgood,
low,med,more,small,3,low,unacceptable,
low,med,more,small,3,med,acceptable,
low,med,more,small,3,high,good,
low,med,more,med,3,low,unacceptable,
low,med,more,med,3,med,good,
low,med,more,med,3,high,vgood,
low,med,more,big,3,low,unacceptable,
low,med,more,big,3,med,good,
low,med,more,big,3,high,vgood,
low,med,2,small,4,low,unacceptable,
low,med,2,small,4,med,unacceptable,
low,med,2,small,4,high,unacceptable,
low,med,2,med,4,low,unacceptable,
low,med,2,med,4,med,unacceptable,
low,med,2,med,4,high,unacceptable,
low,med,2,big,4,low,unacceptable,
low,med,2,big,4,med,unacceptable,
low,med,2,big,4,high,unacceptable,
low,med,4,small,4,low,unacceptable,
low,med,4,small,4,med,acceptable,
low,med,4,small,4,high,good,
low,med,4,med,4,low,unacceptable,
low,med,4,med,4,med,good,
low,med,4,med,4,high,vgood,
low,med,4,big,4,low,unacceptable,
low,med,4,big,4,med,good,
low,med,4,big,4,high,vgood,
low,med,more,small,4,low,unacceptable,
low,med,more,small,4,med,acceptable,
low,med,more,small,4,high,good,
low,med,more,med,4,low,unacceptable,
low,med,more,med,4,med,good,
low,med,more,med,4,high,vgood,
low,med,more,big,4,low,unacceptable,
low,med,more,big,4,med,good,
low,med,more,big,4,high,vgood,
low,med,2,small,5more,low,unacceptable,
low,med,2,small,5more,med,unacceptable,
low,med,2,small,5more,high,unacceptable,
low,med,2,med,5more,low,unacceptable,
low,med,2,med,5more,med,unacceptable,
low,med,2,med,5more,high,unacceptable,
low,med,2,big,5more,low,unacceptable,
low,med,2,big,5more,med,unacceptable,
low,med,2,big,5more,high,unacceptable,
low,med,4,small,5more,low,unacceptable,
low,med,4,small,5more,med,acceptable,
low,med,4,small,5more,high,good,
low,med,4,med,5more,low,unacceptable,
low,med,4,med,5more,med,good,
low,med,4,med,5more,high,vgood,
low,med,4,big,5more,low,unacceptable,
low,med,4,big,5more,med,good,
low,med,4,big,5more,high,vgood,
low,med,more,small,5more,low,unacceptable,
low,med,more,small,5more,med,acceptable,
low,med,more,small,5more,high,good,
low,med,more,med,5more,low,unacceptable,
low,med,more,med,5more,med,good,
low,med,more,med,5more,high,vgood,
low,med,more,big,5more,low,unacceptable,
low,med,more,big,5more,med,good,
low,med,more,big,5more,high,vgood,
low,low,2,small,2,low,unacceptable,
low,low,2,small,2,med,unacceptable,
low,low,2,small,2,high,unacceptable,
low,low,2,med,2,low,unacceptable,
low,low,2,med,2,med,unacceptable,
low,low,2,med,2,high,unacceptable,
low,low,2,big,2,low,unacceptable,
low,low,2,big,2,med,unacceptable,
low,low,2,big,2,high,unacceptable,
low,low,4,small,2,low,unacceptable,
low,low,4,small,2,med,acceptable,
low,low,4,small,2,high,good,
low,low,4,med,2,low,unacceptable,
low,low,4,med,2,med,acceptable,
low,low,4,med,2,high,good,
low,low,4,big,2,low,unacceptable,
low,low,4,big,2,med,good,
low,low,4,big,2,high,vgood,
low,low,more,small,2,low,unacceptable,
low,low,more,small,2,med,unacceptable,
low,low,more,small,2,high,unacceptable,
low,low,more,med,2,low,unacceptable,
low,low,more,med,2,med,acceptable,
low,low,more,med,2,high,good,
low,low,more,big,2,low,unacceptable,
low,low,more,big,2,med,good,
low,low,more,big,2,high,vgood,
low,low,2,small,3,low,unacceptable,
low,low,2,small,3,med,unacceptable,
low,low,2,small,3,high,unacceptable,
low,low,2,med,3,low,unacceptable,
low,low,2,med,3,med,unacceptable,
low,low,2,med,3,high,unacceptable,
low,low,2,big,3,low,unacceptable,
low,low,2,big,3,med,unacceptable,
low,low,2,big,3,high,unacceptable,
low,low,4,small,3,low,unacceptable,
low,low,4,small,3,med,acceptable,
low,low,4,small,3,high,good,
low,low,4,med,3,low,unacceptable,
low,low,4,med,3,med,acceptable,
low,low,4,med,3,high,good,
low,low,4,big,3,low,unacceptable,
low,low,4,big,3,med,good,
low,low,4,big,3,high,vgood,
low,low,more,small,3,low,unacceptable,
low,low,more,small,3,med,acceptable,
low,low,more,small,3,high,good,
low,low,more,med,3,low,unacceptable,
low,low,more,med,3,med,good,
low,low,more,med,3,high,vgood,
low,low,more,big,3,low,unacceptable,
low,low,more,big,3,med,good,
low,low,more,big,3,high,vgood,
low,low,2,small,4,low,unacceptable,
low,low,2,small,4,med,unacceptable,
low,low,2,small,4,high,unacceptable,
low,low,2,med,4,low,unacceptable,
low,low,2,med,4,med,unacceptable,
low,low,2,med,4,high,unacceptable,
low,low,2,big,4,low,unacceptable,
low,low,2,big,4,med,unacceptable,
low,low,2,big,4,high,unacceptable,
low,low,4,small,4,low,unacceptable,
low,low,4,small,4,med,acceptable,
low,low,4,small,4,high,good,
low,low,4,med,4,low,unacceptable,
low,low,4,med,4,med,good,
low,low,4,med,4,high,vgood,
low,low,4,big,4,low,unacceptable,
low,low,4,big,4,med,good,
low,low,4,big,4,high,vgood,
low,low,more,small,4,low,unacceptable,
low,low,more,small,4,med,acceptable,
low,low,more,small,4,high,good,
low,low,more,med,4,low,unacceptable,
low,low,more,med,4,med,good,
low,low,more,med,4,high,vgood,
low,low,more,big,4,low,unacceptable,
low,low,more,big,4,med,good,
low,low,more,big,4,high,vgood,
low,low,2,small,5more,low,unacceptable,
low,low,2,small,5more,med,unacceptable,
low,low,2,small,5more,high,unacceptable,
low,low,2,med,5more,low,unacceptable,
low,low,2,med,5more,med,unacceptable,
low,low,2,med,5more,high,unacceptable,
low,low,2,big,5more,low,unacceptable,
low,low,2,big,5more,med,unacceptable,
low,low,2,big,5more,high,unacceptable,
low,low,4,small,5more,low,unacceptable,
low,low,4,small,5more,med,acceptable,
low,low,4,small,5more,high,good,
low,low,4,med,5more,low,unacceptable,
low,low,4,med,5more,med,good,
low,low,4,med,5more,high,vgood,
low,low,4,big,5more,low,unacceptable,
low,low,4,big,5more,med,good,
low,low,4,big,5more,high,vgood,
low,low,more,small,5more,low,unacceptable,
low,low,more,small,5more,med,acceptable,
low,low,more,small,5more,high,good,
low,low,more,med,5more,low,unacceptable,
low,low,more,med,5more,med,good,
low,low,more,med,5more,high,vgood,
low,low,more,big,5more,low,unacceptable,
low,low,more,big,5more,med,good,
low,low,more,big,5more,high,vgood,
